Product Category,Cable Type,Voltage Grade,Conductor Material,Core Count,Cross Section (sq.mm),Armouring,Insulation Type,Standard,Price (Rupees/m),Source
Industrial Cable,FR,1.1 kV,Copper,1,2.5,Armoured,PVC,IS 694:2010,125,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FR,1.1 kV,Copper,1,4,Armoured,PVC,IS 694:2010,130,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FR,1.1 kV,Copper,1,6,Armoured,PVC,IS 694:2010,192,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FR,1.1 kV,Copper,1,10,Armoured,PVC,IS 694:2010,331,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FR,1.1 kV,Copper,1,16,Armoured,PVC,IS 694:2010,523,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,0.75,Armoured,PVC,IS 694:2010,27,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,1,Armoured,PVC,IS 694:2010,35,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,1.5,Armoured,PVC,IS 694:2010,51,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,2.5,Armoured,PVC,IS 694:2010,85,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,4,Armoured,PVC,IS 694:2010,88,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,6,Armoured,PVC,IS 694:2010,130,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,10,Armoured,PVC,IS 694:2010,223,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FRLSH,1.1 kV,Copper,1,16,Armoured,PVC,IS 694:2010,374,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,0.75,Armoured,PVC,IS 694:2010,43,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,1,Armoured,PVC,IS 694:2010,55,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,1.5,Armoured,PVC,IS 694:2010,81,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,2.5,Armoured,PVC,IS 694:2010,135,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,4,Armoured,PVC,IS 694:2010,140,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,6,Armoured,PVC,IS 694:2010,206,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,10,Armoured,PVC,IS 694:2010,356,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,HFFR,1.1 kV,Copper,1,16,Armoured,PVC,IS 694:2010,559,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,1,35,Armoured,XLPE,IS 7098 (Part 1):1988,315,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWaY,1.1 kV,Aluminium,1,35,Unarmoured,XLPE,IS 7098 (Part 1):1988,326,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,1,95,Armoured,XLPE,IS 7098 (Part 1):1988,621,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWaY,1.1 kV,Aluminium,1,95,Unarmoured,XLPE,IS 7098 (Part 1):1988,600,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,1,630,Armoured,XLPE,IS 7098 (Part 1):1988,3565,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWaY,1.1 kV,Aluminium,1,1000,Unarmoured,XLPE,IS 7098 (Part 1):1988,4002,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,3.5,50,Armoured,XLPE,IS 7098 (Part 1):1988,747,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,3.5,50,Unarmoured,XLPE,IS 7098 (Part 1):1988,687,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,1,25,Armoured,XLPE,IS 7098 (Part 1):1988,903,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,1,25,Unarmoured,XLPE,IS 7098 (Part 1):1988,792,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,1,95,Armoured,XLPE,IS 7098 (Part 1):1988,1984,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,1,95,Unarmoured,XLPE,IS 7098 (Part 1):1988,1731,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,1,400,Armoured,XLPE,IS 7098 (Part 1):1988,5980,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,1,400,Unarmoured,XLPE,IS 7098 (Part 1):1988,5324,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,3.5,50,Armoured,XLPE,IS 7098 (Part 1):1988,3507,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,3.5,50,Unarmoured,XLPE,IS 7098 (Part 1):1988,3028,Extended: armouring mirror of EY row — verify before quoting
Welding Cable,WC,100 V RMS,Copper,1,16,Armoured,Elastomer (EPR),IS 9857 / IEC 245-6,247,Extended: armouring mirror of EY row — verify before quoting
Welding Cable,WC,100 V RMS,Copper,1,25,Armoured,Elastomer (EPR),IS 9857 / IEC 245-6,310,Extended: armouring mirror of EY row — verify before quoting
Welding Cable,WC,100 V RMS,Copper,1,35,Armoured,Elastomer (EPR),IS 9857 / IEC 245-6,368,Extended: armouring mirror of EY row — verify before quoting
Welding Cable,WC,100 V RMS,Copper,1,50,Armoured,Elastomer (EPR),IS 9857 / IEC 245-6,483,Extended: armouring mirror of EY row — verify before quoting
Welding Cable,WC,100 V RMS,Copper,1,70,Armoured,Elastomer (EPR),IS 9857 / IEC 245-6,621,Extended: armouring mirror of EY row — verify before quoting
Submersible Cable,SFC,1.1 kV,Copper,3,1.5,Armoured,PVC,IS 694:2010,112,Extended: armouring mirror of EY row — verify before quoting
Submersible Cable,SFC,1.1 kV,Copper,3,2.5,Armoured,PVC,IS 694:2010,152,Extended: armouring mirror of EY row — verify before quoting
Submersible Cable,SFC,1.1 kV,Copper,3,4,Armoured,PVC,IS 694:2010,205,Extended: armouring mirror of EY row — verify before quoting
Submersible Cable,SFC,1.1 kV,Copper,3,6,Armoured,PVC,IS 694:2010,288,Extended: armouring mirror of EY row — verify before quoting
Coaxial Cable,RG6,90 V,Copper,1,,Armoured,PVC,N/A,26,Extended: armouring mirror of EY row — verify before quoting
Coaxial Cable,RG59,90 V,Copper,1,,Armoured,PVC,N/A,21,Extended: armouring mirror of EY row — verify before quoting
CCTV Cable,CCTV 3+1,90 V,Copper,4,,Armoured,PVC,N/A,39,Extended: armouring mirror of EY row — verify before quoting
CCTV Cable,CCTV 4+1,90 V,Copper,5,,Armoured,PVC,N/A,46,Extended: armouring mirror of EY row — verify before quoting
LAN Cable,CAT5e,<100 V,Copper,8,,Armoured,PVC,ISO/IEC 11801,40,Extended: armouring mirror of EY row — verify before quoting
LAN Cable,CAT6,<100 V,Copper,8,,Armoured,PVC,ISO/IEC 11801,55,Extended: armouring mirror of EY row — verify before quoting
Instrumentation Cable,INST-S,1.1 kV,Copper,2,0.5,Unarmoured,PVC,IS 1554 (Pt 1):1988,82,Extended: armouring mirror of EY row — verify before quoting
Instrumentation Cable,INST-S,1.1 kV,Copper,4,0.5,Unarmoured,PVC,IS 1554 (Pt 1):1988,155,Extended: armouring mirror of EY row — verify before quoting
Instrumentation Cable,INST-S,1.1 kV,Copper,8,0.5,Unarmoured,PVC,IS 1554 (Pt 1):1988,285,Extended: armouring mirror of EY row — verify before quoting
Instrumentation Cable,INST-S,1.1 kV,Copper,12,0.5,Unarmoured,PVC,IS 1554 (Pt 1):1988,396,Extended: armouring mirror of EY row — verify before quoting
Instrumentation Cable,INST-S,1.1 kV,Copper,24,0.5,Unarmoured,PVC,IS 1554 (Pt 1):1988,774,Extended: armouring mirror of EY row — verify before quoting
Telephone Cable,TP,110 V,Copper,2,0.5,Armoured,PVC,IS 694 / DoT Spec,16,Extended: armouring mirror of EY row — verify before quoting
Telephone Cable,TP,110 V,Copper,5,0.5,Armoured,PVC,IS 694 / DoT Spec,34,Extended: armouring mirror of EY row — verify before quoting
Telephone Cable,TP,110 V,Copper,10,0.5,Armoured,PVC,IS 694 / DoT Spec,63,Extended: armouring mirror of EY row — verify before quoting
Telephone Cable,TP,110 V,Copper,20,0.5,Armoured,PVC,IS 694 / DoT Spec,117,Extended: armouring mirror of EY row — verify before quoting
BMS / Control Cable,BMS,300 V,Copper,2,1,Armoured,PVC,BS 5308 / IEC 60227,37,Extended: armouring mirror of EY row — verify before quoting
BMS / Control Cable,BMS,300 V,Copper,4,1,Armoured,PVC,BS 5308 / IEC 60227,57,Extended: armouring mirror of EY row — verify before quoting
Speaker Cable,SPKR,300 V,Copper,2,1.5,Armoured,PVC,IEC 60227,46,Extended: armouring mirror of EY row — verify before quoting
Speaker Cable,SPKR,300 V,Copper,2,2.5,Armoured,PVC,IEC 60227,63,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,3.5,25,Armoured,XLPE,IS 7098 (Part 1):1988,175,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,35,Armoured,XLPE,IS 7098 (Part 1):1988,209,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,50,Armoured,XLPE,IS 7098 (Part 1):1988,260,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,70,Armoured,XLPE,IS 7098 (Part 1):1988,328,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,95,Armoured,XLPE,IS 7098 (Part 1):1988,413,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,120,Armoured,XLPE,IS 7098 (Part 1):1988,498,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,150,Armoured,XLPE,IS 7098 (Part 1):1988,600,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,185,Armoured,XLPE,IS 7098 (Part 1):1988,719,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,240,Armoured,XLPE,IS 7098 (Part 1):1988,906,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,300,Armoured,XLPE,IS 7098 (Part 1):1988,1110,Extended: demo estimate — replace with real rates
LT Power,A2XWY,1.1 kV,Aluminium,3.5,400,Armoured,XLPE,IS 7098 (Part 1):1988,1450,Extended: demo estimate — replace with real rates
